Name,ID,Has Item,Mod,Class
minecraft:lever,69,true,null,net.minecraft.block.BlockLever
minecraft:stone_pressure_plate,70,true,null,net.minecraft.block.BlockPressurePlate
minecraft:iron_door,71,false,null,net.minecraft.block.BlockDoor
minecraft:wooden_pressure_plate,72,true,null,net.minecraft.block.BlockPressurePlate
minecraft:redstone_ore,73,true,null,net.minecraft.block.BlockRedstoneOre
minecraft:lit_redstone_ore,74,false,null,net.minecraft.block.BlockRedstoneOre
minecraft:unlit_redstone_torch,75,false,null,net.minecraft.block.BlockRedstoneTorch
minecraft:redstone_torch,76,true,null,net.minecraft.block.BlockRedstoneTorch
minecraft:stone_button,77,true,null,net.minecraft.block.BlockButtonStone
minecraft:snow_layer,78,true,null,net.minecraft.block.BlockSnow
minecraft:ice,79,true,null,net.minecraft.block.BlockIce
minecraft:snow,80,true,null,net.minecraft.block.BlockSnowBlock
minecraft:cactus,81,true,null,net.minecraft.block.BlockCactus
minecraft:clay,82,true,null,net.minecraft.block.BlockClay
minecraft:reeds,83,false,null,net.minecraft.block.BlockReed
minecraft:jukebox,84,true,null,net.minecraft.block.BlockJukebox
minecraft:fence,85,true,null,net.minecraft.block.BlockFence
minecraft:pumpkin,86,true,null,net.minecraft.block.BlockPumpkin
minecraft:netherrack,87,true,null,net.minecraft.block.BlockNetherrack
minecraft:soul_sand,88,true,null,net.minecraft.block.BlockSoulSand
minecraft:glowstone,89,true,null,net.minecraft.block.BlockGlowstone
minecraft:portal,90,true,null,net.minecraft.block.BlockPortal
minecraft:lit_pumpkin,91,true,null,net.minecraft.block.BlockPumpkin
minecraft:cake,92,false,null,net.minecraft.block.BlockCake
minecraft:unpowered_repeater,93,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:powered_repeater,94,false,null,net.minecraft.block.BlockRedstoneRepeater
minecraft:stained_glass,95,true,null,net.minecraft.block.BlockStainedGlass
minecraft:trapdoor,96,true,null,net.minecraft.block.BlockTrapDoor
minecraft:monster_egg,97,true,null,net.minecraft.block.BlockSilverfish
minecraft:stonebrick,98,true,null,net.minecraft.block.BlockStoneBrick
minecraft:brown_mushroom_block,99,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:red_mushroom_block,100,true,null,net.minecraft.block.BlockHugeMushroom
minecraft:iron_bars,101,true,null,net.minecraft.block.BlockPane
minecraft:glass_pane,102,true,null,net.minecraft.block.BlockPane
minecraft:melon_block,103,true,null,net.minecraft.block.BlockMelon
minecraft:pumpkin_stem,104,false,null,net.minecraft.block.BlockStem
minecraft:melon_stem,105,false,null,net.minecraft.block.BlockStem
minecraft:vine,106,true,null,net.minecraft.block.BlockVine
minecraft:fence_gate,107,true,null,net.minecraft.block.BlockFenceGate
minecraft:brick_stairs,108,true,null,net.minecraft.block.BlockStairs
minecraft:stone_brick_stairs,109,true,null,net.minecraft.block.BlockStairs
minecraft:mycelium,110,true,null,net.minecraft.block.BlockMycelium
minecraft:waterlily,111,true,null,net.minecraft.block.BlockLilyPad
minecraft:nether_brick,112,true,null,net.minecraft.block.Block
minecraft:nether_brick_fence,113,true,null,net.minecraft.block.BlockFence
minecraft:nether_brick_stairs,114,true,null,net.minecraft.block.BlockStairs
minecraft:nether_wart,115,false,null,net.minecraft.block.BlockNetherWart
minecraft:enchanting_table,116,true,null,net.minecraft.block.BlockEnchantmentTable
minecraft:brewing_stand,117,false,null,net.minecraft.block.BlockBrewingStand
minecraft:cauldron,118,false,null,net.minecraft.block.BlockCauldron
minecraft:end_portal,119,true,null,net.minecraft.block.BlockEndPortal
minecraft:end_portal_frame,120,true,null,net.minecraft.block.BlockEndPortalFrame
minecraft:end_stone,121,true,null,net.minecraft.block.Block
minecraft:dragon_egg,122,true,null,chylex.hee.block.BlockDragonEggCustom
minecraft:redstone_lamp,123,true,null,net.minecraft.block.BlockRedstoneLight
minecraft:lit_redstone_lamp,124,false,null,net.minecraft.block.BlockRedstoneLight
minecraft:double_wooden_slab,125,true,null,net.minecraft.block.BlockWoodSlab
minecraft:wooden_slab,126,true,null,net.minecraft.block.BlockWoodSlab
minecraft:cocoa,127,true,null,net.minecraft.block.BlockCocoa
minecraft:sandstone_stairs,128,true,null,net.minecraft.block.BlockStairs
minecraft:emerald_ore,129,true,null,net.minecraft.block.BlockOre
minecraft:ender_chest,130,true,null,net.minecraft.block.BlockEnderChest
minecraft:tripwire_hook,131,true,null,net.minecraft.block.BlockTripWireHook
minecraft:tripwire,132,false,null,net.minecraft.block.BlockTripWire
minecraft:emerald_block,133,true,null,net.minecraft.block.BlockCompressed
minecraft:spruce_stairs,134,true,null,net.minecraft.block.BlockStairs
minecraft:birch_stairs,135,true,null,net.minecraft.block.BlockStairs
minecraft:jungle_stairs,136,true,null,net.minecraft.block.BlockStairs
minecraft:command_block,137,true,null,net.minecraft.block.BlockCommandBlock
minecraft:beacon,138,true,null,net.minecraft.block.BlockBeacon
minecraft:cobblestone_wall,139,true,null,net.minecraft.block.BlockWall
minecraft:flower_pot,140,false,null,net.minecraft.block.BlockFlowerPot
minecraft:carrots,141,true,null,net.minecraft.block.BlockCarrot
minecraft:potatoes,142,true,null,net.minecraft.block.BlockPotato
minecraft:wooden_button,143,true,null,net.minecraft.block.BlockButtonWood
minecraft:skull,144,false,null,net.minecraft.block.BlockSkull
minecraft:anvil,145,true,null,net.minecraft.block.BlockAnvil
minecraft:trapped_chest,146,true,null,net.minecraft.block.BlockChest
minecraft:light_weighted_pressure_plate,147,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:heavy_weighted_pressure_plate,148,true,null,net.minecraft.block.BlockPressurePlateWeighted
minecraft:unpowered_comparator,149,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:powered_comparator,150,false,null,net.minecraft.block.BlockRedstoneComparator
minecraft:daylight_detector,151,true,null,net.minecraft.block.BlockDaylightDetector
minecraft:redstone_block,152,true,null,net.minecraft.block.BlockCompressedPowered
minecraft:quartz_ore,153,true,null,net.minecraft.block.BlockOre
minecraft:hopper,154,true,null,net.minecraft.block.BlockHopper
minecraft:quartz_block,155,true,null,net.minecraft.block.BlockQuartz
minecraft:quartz_stairs,156,true,null,net.minecraft.block.BlockStairs
minecraft:activator_rail,157,true,null,net.minecraft.block.BlockRailPowered
minecraft:dropper,158,true,null,net.minecraft.block.BlockDropper
minecraft:stained_hardened_clay,159,true,null,net.minecraft.block.BlockColored
minecraft:stained_glass_pane,160,true,null,net.minecraft.block.BlockStainedGlassPane
minecraft:leaves2,161,true,null,net.minecraft.block.BlockNewLeaf
minecraft:log2,162,true,null,net.minecraft.block.BlockNewLog
minecraft:acacia_stairs,163,true,null,net.minecraft.block.BlockStairs
minecraft:dark_oak_stairs,164,true,null,net.minecraft.block.BlockStairs
appliedenergistics2:tile.OreQuartz,165,true,null,appeng.block.solids.OreQuartz
appliedenergistics2:tile.OreQuartzCharged,166,true,null,appeng.block.solids.OreQuartzCharged
appliedenergistics2:tile.BlockMatrixFrame,167,true,null,appeng.block.spatial.BlockMatrixFrame
appliedenergistics2:tile.BlockQuartz,168,true,null,appeng.block.solids.BlockQuartz
appliedenergistics2:tile.BlockQuartzPillar,169,true,null,appeng.block.solids.BlockQuartzPillar
minecraft:hay_block,170,true,null,net.minecraft.block.BlockHay
minecraft:carpet,171,true,null,net.minecraft.block.BlockCarpet
minecraft:hardened_clay,172,true,null,net.minecraft.block.BlockHardenedClay
minecraft:coal_block,173,true,null,net.minecraft.block.Block
minecraft:packed_ice,174,true,null,net.minecraft.block.BlockPackedIce
minecraft:double_plant,175,true,null,net.minecraft.block.BlockDoublePlant
appliedenergistics2:tile.BlockQuartzChiseled,176,true,null,appeng.block.solids.BlockQuartzChiseled
appliedenergistics2:tile.BlockQuartzGlass,177,true,null,appeng.block.solids.BlockQuartzGlass
appliedenergistics2:tile.BlockQuartzLamp,178,true,null,appeng.block.solids.BlockQuartzLamp
appliedenergistics2:tile.BlockQuartzTorch,179,true,null,appeng.block.misc.BlockQuartzTorch
appliedenergistics2:tile.BlockFluix,180,true,null,appeng.block.solids.BlockFluix
appliedenergistics2:tile.BlockSkyStone,181,true,null,appeng.block.solids.BlockSkyStone
appliedenergistics2:tile.BlockSkyChest,182,true,null,appeng.block.storage.BlockSkyChest
appliedenergistics2:tile.BlockSkyCompass,183,true,null,appeng.block.misc.BlockSkyCompass
appliedenergistics2:tile.BlockGrinder,184,true,null,appeng.block.grindstone.BlockGrinder
appliedenergistics2:tile.BlockCrank,185,true,null,appeng.block.grindstone.BlockCrank
appliedenergistics2:tile.BlockInscriber,186,true,null,appeng.block.misc.BlockInscriber
appliedenergistics2:tile.BlockWireless,187,true,null,appeng.block.networking.BlockWireless
appliedenergistics2:tile.BlockCharger,188,true,null,appeng.block.misc.BlockCharger
appliedenergistics2:tile.BlockTinyTNT,189,true,null,appeng.block.misc.BlockTinyTNT
appliedenergistics2:tile.BlockSecurity,190,true,null,appeng.block.misc.BlockSecurity
appliedenergistics2:tile.BlockQuantumRing,191,true,null,appeng.block.qnb.BlockQuantumRing
appliedenergistics2:tile.BlockQuantumLinkChamber,192,true,null,appeng.block.qnb.BlockQuantumLinkChamber
appliedenergistics2:tile.BlockSpatialPylon,193,true,null,appeng.block.spatial.BlockSpatialPylon
appliedenergistics2:tile.BlockSpatialIOPort,194,true,null,appeng.block.spatial.BlockSpatialIOPort
appliedenergistics2:tile.BlockCableBus,195,true,null,appeng.block.networking.BlockCableBus
appliedenergistics2:tile.BlockController,196,true,null,appeng.block.networking.BlockController
appliedenergistics2:tile.BlockDrive,197,true,null,appeng.block.storage.BlockDrive
appliedenergistics2:tile.BlockChest,198,true,null,appeng.block.storage.BlockChest
appliedenergistics2:tile.BlockInterface,199,true,null,appeng.block.misc.BlockInterface
appliedenergistics2:tile.BlockCellWorkbench,200,true,null,appeng.block.misc.BlockCellWorkbench
appliedenergistics2:tile.BlockIOPort,201,true,null,appeng.block.storage.BlockIOPort
appliedenergistics2:tile.BlockCondenser,202,true,null,appeng.block.misc.BlockCondenser
appliedenergistics2:tile.BlockEnergyAcceptor,203,true,null,appeng.block.networking.BlockEnergyAcceptor
appliedenergistics2:tile.BlockVibrationChamber,204,true,null,appeng.block.misc.BlockVibrationChamber
appliedenergistics2:tile.BlockQuartzGrowthAccelerator,205,true,null,appeng.block.misc.BlockQuartzGrowthAccelerator
appliedenergistics2:tile.BlockEnergyCell,206,true,null,appeng.block.networking.BlockEnergyCell
appliedenergistics2:tile.BlockDenseEnergyCell,207,true,null,appeng.block.networking.BlockDenseEnergyCell
appliedenergistics2:tile.BlockCreativeEnergyCell,208,true,null,appeng.block.networking.BlockCreativeEnergyCell
appliedenergistics2:tile.BlockCraftingUnit,209,true,null,appeng.block.crafting.BlockCraftingUnit
appliedenergistics2:tile.BlockCraftingStorage,210,true,null,appeng.block.crafting.BlockCraftingStorage
appliedenergistics2:tile.BlockCraftingMonitor,211,true,null,appeng.block.crafting.BlockCraftingMonitor
appliedenergistics2:tile.BlockMolecularAssembler,212,true,null,appeng.block.crafting.BlockMolecularAssembler
appliedenergistics2:tile.BlockLightDetector,213,true,null,appeng.block.misc.BlockLightDetector
appliedenergistics2:tile.BlockPaint,214,true,null,appeng.block.misc.BlockPaint
appliedenergistics2:tile.SkyStoneStairBlock,215,true,null,appeng.block.stair.SkyStoneStairBlock
appliedenergistics2:tile.SkyStoneBlockStairBlock,216,true,null,appeng.block.stair.SkyStoneBlockStairBlock
appliedenergistics2:tile.SkyStoneBrickStairBlock,217,true,null,appeng.block.stair.SkyStoneBrickStairBlock
appliedenergistics2:tile.SkyStoneSmallBrickStairBlock,218,true,null,appeng.block.stair.SkyStoneSmallBrickStairBlock
appliedenergistics2:tile.FluixStairBlock,219,true,null,appeng.block.stair.FluixStairBlock
appliedenergistics2:tile.QuartzStairBlock,220,true,null,appeng.block.stair.QuartzStairBlock
appliedenergistics2:tile.ChiseledQuartzStairBlock,221,true,null,appeng.block.stair.ChiseledQuartzStairBlock
appliedenergistics2:tile.QuartzPillarStairBlock,222,true,null,appeng.block.stair.QuartzPillarStairBlock
ThermalFoundation:Ore,223,true,null,cofh.thermalfoundation.block.BlockOre
ThermalFoundation:Storage,224,true,null,cofh.thermalfoundation.block.BlockStorage
ThermalFoundation:FluidRedstone,225,true,null,cofh.thermalfoundation.fluid.BlockFluidRedstone
ThermalFoundation:FluidGlowstone,226,true,null,cofh.thermalfoundation.fluid.BlockFluidGlowstone
ThermalFoundation:FluidEnder,227,true,null,cofh.thermalfoundation.fluid.BlockFluidEnder
ThermalFoundation:FluidPyrotheum,228,true,null,cofh.thermalfoundation.fluid.BlockFluidPyrotheum
ThermalFoundation:FluidCryotheum,229,true,null,cofh.thermalfoundation.fluid.BlockFluidCryotheum
ThermalFoundation:FluidAerotheum,230,true,null,cofh.thermalfoundation.fluid.BlockFluidAerotheum
ThermalFoundation:FluidPetrotheum,231,true,null,cofh.thermalfoundation.fluid.BlockFluidPetrotheum
ThermalFoundation:FluidMana,232,true,null,cofh.thermalfoundation.fluid.BlockFluidMana
ThermalFoundation:FluidSteam,233,true,null,cofh.thermalfoundation.fluid.BlockFluidSteam
ThermalFoundation:FluidCoal,234,true,null,cofh.thermalfoundation.fluid.BlockFluidCoal
BigReactors:YelloriteOre,235,true,null,erogenousbeef.bigreactors.common.block.BlockBROre
BigReactors:BRMetalBlock,236,true,null,erogenousbeef.bigreactors.common.block.BlockBRMetal
BigReactors:YelloriumFuelRod,237,true,null,erogenousbeef.bigreactors.common.multiblock.block.BlockFuelRod
BigReactors:BRReactorPart,238,true,null,erogenousbeef.bigreactors.common.multiblock.block.BlockReactorPart
BigReactors:BRMultiblockGlass,239,true,null,erogenousbeef.bigreactors.common.multiblock.block.BlockMultiblockGlass
BigReactors:BRReactorRedstonePort,240,true,null,erogenousbeef.bigreactors.common.multiblock.block.BlockReactorRedstonePort
BigReactors:BRTurbinePart,241,true,null,erogenousbeef.bigreactors.common.multiblock.block.BlockTurbinePart
BigReactors:BRTurbineRotorPart,242,true,null,erogenousbeef.bigreactors.common.multiblock.block.BlockTurbineRotorPart
BigReactors:BRDevice,243,true,null,erogenousbeef.bigreactors.common.block.BlockBRDevice
BigReactors:tile.fluid.yellorium.still,244,true,null,erogenousbeef.bigreactors.common.block.BlockBRGenericFluid
BigReactors:tile.fluid.cyanite.still,245,true,null,erogenousbeef.bigreactors.common.block.BlockBRGenericFluid
BigReactors:BRMultiblockCreativePart,246,true,null,erogenousbeef.bigreactors.common.multiblock.block.BlockMBCreativePart
BiomesOPlenty:mud,247,true,null,biomesoplenty.common.blocks.BlockMud
BiomesOPlenty:driedDirt,248,true,null,biomesoplenty.common.blocks.BlockBOPGeneric
BiomesOPlenty:rocks,249,true,null,biomesoplenty.common.blocks.BlockBOPRocks
BiomesOPlenty:ash,250,true,null,biomesoplenty.common.blocks.BlockAsh
BiomesOPlenty:flesh,251,true,null,biomesoplenty.common.blocks.BlockFlesh
BiomesOPlenty:plants,252,true,null,biomesoplenty.common.blocks.BlockBOPPlant
BiomesOPlenty:flowers,253,true,null,biomesoplenty.common.blocks.BlockBOPFlower
BiomesOPlenty:flowers2,254,true,null,biomesoplenty.common.blocks.BlockBOPFlower2
BiomesOPlenty:stoneFormations,255,true,null,biomesoplenty.common.blocks.BlockStoneFormations
BiomesOPlenty:mushrooms,409,true,null,biomesoplenty.common.blocks.BlockBOPMushroom
BiomesOPlenty:willow,410,true,null,biomesoplenty.common.blocks.BlockWillow
BiomesOPlenty:ivy,411,true,null,biomesoplenty.common.blocks.BlockIvy
BiomesOPlenty:treeMoss,412,true,null,biomesoplenty.common.blocks.BlockTreeMoss
BiomesOPlenty:flowerVine,413,true,null,biomesoplenty.common.blocks.BlockFlowerVine
BiomesOPlenty:wisteria,414,true,null,biomesoplenty.common.blocks.BlockWisteria
BiomesOPlenty:lilyBop,415,true,null,biomesoplenty.common.blocks.BlockBOPLilypad
BiomesOPlenty:foliage,416,true,null,biomesoplenty.common.blocks.BlockBOPFoliage
BiomesOPlenty:fruitBop,423,true,null,biomesoplenty.common.blocks.BlockBOPFruit
BiomesOPlenty:turnip,424,true,null,biomesoplenty.common.blocks.BlockTurnip
BiomesOPlenty:coral1,425,true,null,biomesoplenty.common.blocks.BlockBOPCoral
BiomesOPlenty:coral2,426,true,null,biomesoplenty.common.blocks.BlockBOPCoral
BiomesOPlenty:ashStone,427,true,null,biomesoplenty.common.blocks.BlockBOPGeneric
BiomesOPlenty:hardIce,428,true,null,biomesoplenty.common.blocks.BlockBOPGeneric
BiomesOPlenty:appleLeaves,429,true,null,biomesoplenty.common.blocks.BlockBOPAppleLeaves
BiomesOPlenty:persimmonLeaves,430,true,null,biomesoplenty.common.blocks.BlockBOPPersimmonLeaves
BiomesOPlenty:moss,431,true,null,biomesoplenty.common.blocks.BlockMoss
BiomesOPlenty:bamboo,432,true,null,biomesoplenty.common.blocks.BlockBamboo
BiomesOPlenty:mudBricks,433,true,null,biomesoplenty.common.blocks.BlockBOPGeneric
BiomesOPlenty:originGrass,434,true,null,biomesoplenty.common.blocks.BlockOriginGrass
BiomesOPlenty:longGrass,435,true,null,biomesoplenty.common.blocks.BlockLongGrass
BiomesOPlenty:overgrownNetherrack,436,true,null,biomesoplenty.common.blocks.BlockOvergrownNetherrack
BiomesOPlenty:bopGrass,437,true,null,biomesoplenty.common.blocks.BlockBOPGrass
BiomesOPlenty:newBopGrass,438,true,null,biomesoplenty.common.blocks.BlockBOPNewGrass
BiomesOPlenty:newBopDirt,439,true,null,biomesoplenty.common.blocks.BlockBOPNewDirt
BiomesOPlenty:logs1,440,true,null,biomesoplenty.common.blocks.BlockBOPLog
BiomesOPlenty:logs2,441,true,null,biomesoplenty.common.blocks.BlockBOPLog
BiomesOPlenty:logs3,442,true,null,biomesoplenty.common.blocks.BlockBOPLog
BiomesOPlenty:logs4,443,true,null,biomesoplenty.common.blocks.BlockBOPLog
BiomesOPlenty:leaves1,444,true,null,biomesoplenty.common.blocks.BlockBOPLeaves
BiomesOPlenty:leaves2,445,true,null,biomesoplenty.common.blocks.BlockBOPLeaves
BiomesOPlenty:leaves3,446,true,null,biomesoplenty.common.blocks.BlockBOPLeaves
BiomesOPlenty:leaves4,447,true,null,biomesoplenty.common.blocks.BlockBOPLeaves
BiomesOPlenty:petals,448,true,null,biomesoplenty.common.blocks.BlockBOPPetals
BiomesOPlenty:saplings,449,true,null,biomesoplenty.common.blocks.BlockBOPSapling
BiomesOPlenty:colorizedSaplings,450,true,null,biomesoplenty.common.blocks.BlockBOPColorizedSapling
BiomesOPlenty:hardSand,451,true,null,biomesoplenty.common.blocks.BlockBOPGeneric
BiomesOPlenty:hardDirt,452,true,null,biomesoplenty.common.blocks.BlockBOPGeneric
BiomesOPlenty:biomeBlock,453,true,null,biomesoplenty.common.blocks.BlockBOPGeneric
BiomesOPlenty:crystal,454,true,null,biomesoplenty.common.blocks.BlockBOPGeneric
BiomesOPlenty:gemOre,455,true,null,biomesoplenty.common.blocks.BlockBOPGems
BiomesOPlenty:cragRock,456,true,null,biomesoplenty.common.blocks.BlockBOPGeneric
BiomesOPlenty:hive,457,true,null,biomesoplenty.common.blocks.BlockHive
BiomesOPlenty:honeyBlock,458,true,null,biomesoplenty.common.blocks.BlockHoney
BiomesOPlenty:bones,459,true,null,biomesoplenty.common.blocks.BlockBones
BiomesOPlenty:grave,460,true,null,biomesoplenty.common.blocks.BlockGrave
BiomesOPlenty:planks,461,true,null,biomesoplenty.common.blocks.BlockBOPPlank
BiomesOPlenty:woodenSingleSlab1,462,true,null,biomesoplenty.common.blocks.BlockBOPSlab
BiomesOPlenty:woodenDoubleSlab1,463,true,null,biomesoplenty.common.blocks.BlockBOPSlab
BiomesOPlenty:woodenSingleSlab2,464,true,null,biomesoplenty.common.blocks.BlockBOPSlab
BiomesOPlenty:woodenDoubleSlab2,465,true,null,biomesoplenty.common.blocks.BlockBOPSlab
BiomesOPlenty:stoneSingleSlab,466,true,null,biomesoplenty.common.blocks.BlockBOPSlab
BiomesOPlenty:stoneDoubleSlab,467,true,null,biomesoplenty.common.blocks.BlockBOPSlab
BiomesOPlenty:sacredoakStairs,468,true,null,biomesoplenty.common.blocks.BlockBOPStairs
BiomesOPlenty:cherryStairs,469,true,null,biomesoplenty.common.blocks.BlockBOPStairs
BiomesOPlenty:darkStairs,470,true,null,biomesoplenty.common.blocks.BlockBOPStairs
BiomesOPlenty:firStairs,471,true,null,biomesoplenty.common.blocks.BlockBOPStairs
BiomesOPlenty:etherealStairs,472,true,null,biomesoplenty.common.blocks.BlockBOPStairs
BiomesOPlenty:magicStairs,473,true,null,biomesoplenty.common.blocks.BlockBOPStairs
BiomesOPlenty:mangroveStairs,474,true,null,biomesoplenty.common.blocks.BlockBOPStairs
BiomesOPlenty:palmStairs,475,true,null,biomesoplenty.common.blocks.BlockBOPStairs
BiomesOPlenty:redwoodStairs,476,true,null,biomesoplenty.common.blocks.BlockBOPStairs
BiomesOPlenty:willowStairs,477,true,null,biomesoplenty.common.blocks.BlockBOPStairs
BiomesOPlenty:pineStairs,478,true,null,biomesoplenty.common.blocks.BlockBOPStairs
BiomesOPlenty:hellBarkStairs,479,true,null,biomesoplenty.common.blocks.BlockBOPStairs
BiomesOPlenty:jacarandaStairs,480,true,null,biomesoplenty.common.blocks.BlockBOPStairs
BiomesOPlenty:mahoganyStairs,481,true,null,biomesoplenty.common.blocks.BlockBOPStairs
BiomesOPlenty:mudBricksStairs,482,true,null,biomesoplenty.common.blocks.BlockBOPStairs
BiomesOPlenty:colorizedLeaves1,483,true,null,biomesoplenty.common.blocks.BlockBOPColorizedLeaves
BiomesOPlenty:colorizedLeaves2,484,true,null,biomesoplenty.common.blocks.BlockBOPColorizedLeaves
BiomesOPlenty:poison,485,true,null,biomesoplenty.common.fluids.blocks.BlockPoisonFluid
BiomesOPlenty:hell_blood,486,true,null,biomesoplenty.common.fluids.blocks.BlockBloodFluid
BiomesOPlenty:honey,487,true,null,biomesoplenty.common.fluids.blocks.BlockHoneyFluid
Thaumcraft:blockFluxGoo,488,true,null,thaumcraft.common.blocks.BlockFluxGoo
Thaumcraft:blockFluxGas,489,true,null,thaumcraft.common.blocks.BlockFluxGas
Thaumcraft:blockFluidPure,490,true,null,thaumcraft.common.blocks.BlockFluidPure
Thaumcraft:blockFluidDeath,491,true,null,thaumcraft.common.blocks.BlockFluidDeath
Thaumcraft:blockCustomOre,492,true,null,thaumcraft.common.blocks.BlockCustomOre
Thaumcraft:blockMagicalLog,493,true,null,thaumcraft.common.blocks.BlockMagicalLog
Thaumcraft:blockMagicalLeaves,494,true,null,thaumcraft.common.blocks.BlockMagicalLeaves
Thaumcraft:blockCustomPlant,495,true,null,thaumcraft.common.blocks.BlockCustomPlant
Thaumcraft:blockTaint,496,true,null,thaumcraft.common.blocks.BlockTaint
Thaumcraft:blockTaintFibres,497,true,null,thaumcraft.common.blocks.BlockTaintFibres
Thaumcraft:blockCosmeticOpaque,498,true,null,thaumcraft.common.blocks.BlockCosmeticOpaque
Thaumcraft:blockCosmeticSolid,499,true,null,thaumcraft.common.blocks.BlockCosmeticSolid
Thaumcraft:blockCrystal,500,true,null,thaumcraft.common.blocks.BlockCrystal
Thaumcraft:blockTube,501,true,null,thaumcraft.common.blocks.BlockTube
